train_acc,train_loss,val_acc,val_loss,curr_epoch
0.7894526315789473,0.7198463,0.8523999999999999,0.4271331,0
0.8733263157894737,0.36506033,0.8756,0.3739625,1
0.8940631578947368,0.3003529,0.8832,0.36216176,2
0.9081684210526316,0.2603493,0.8860000000000001,0.34329468,3
0.9157263157894736,0.23873968,0.9076,0.2867284,4
0.9245263157894736,0.21433346,0.9035999999999998,0.32658404,5
0.9308421052631578,0.19630387,0.9048,0.29857305,6
0.9333263157894738,0.18727674,0.888,0.3683654,7
0.9390736842105262,0.1746161,0.9024,0.306903,8
0.941957894736842,0.16635944,0.9064,0.32952794,9
0.9428842105263158,0.16215396,0.8952,0.36628816,10
0.9667578947368421,0.09838281,0.926,0.24572542,11
0.9762315789473685,0.07306105,0.9248000000000001,0.24552605,12
0.979663157894737,0.06265724,0.9312,0.24040295,13
0.981642105263158,0.056184556,0.9308000000000001,0.24112505,14
0.9838736842105263,0.0504315,0.9319999999999999,0.2370874,15
0.9857473684210528,0.04673152,0.932,0.24599655,16
0.9870315789473686,0.042760562,0.9332,0.24821015,17
0.9882526315789475,0.039311416,0.9324000000000001,0.2496142,18
0.988021052631579,0.03875642,0.9308000000000001,0.24922094,19
0.9894315789473684,0.035443366,0.9316,0.25937927,20
0.9903157894736841,0.032212596,0.934,0.25508046,21
0.9902315789473685,0.032256793,0.9312,0.2546113,22
0.9905473684210528,0.031560186,0.932,0.25331035,23
0.9912000000000001,0.030712621,0.9324000000000001,0.25305042,24
